Seq#,Standard,Sample_No,Original QC,Campaign,Drill Hole,Lab,Cert_No,Cert Date,Ag,Au,Cu,Pb
1,Oxi164,555735,Standard,First Drill Campaign,SRA-22-010,ALS,HE22354300 - Finalized,31/12/2022,0.25,1.81,25,14
